"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Well_Tag_ID","Field_Collection_Type","Field_Collector","Field_Collection_Date","Field_Collection_Time","Field_Collection_Date_Time","Field_Collection_Date_Accuracy","Field_Collection_Comment","Well_Water_Level_Measuring_Point_or_TOC_ID","Sample_Source","Water_Level_Parameter_Name","Water_Level_Value","Water_Level_Value_Units","Water_Level_Qualifier","Water_Level_Qualifier_Description","Water_Level_Accuracy","Water_Level_Method","Water_Level_Method_Description","Water_Level_Comment","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Calculated_Land_Surface_Elevation_NAVD88_FT","Calculated_Well_Water_Level_Measuring_Point_or_TOC_Elevation_NAVD88_FT","Well_Water_Level_Measuring_Point_or_TOC_Height","Well_Water_Level_Measuring_Point_or_TOC_Height_Units","Calculated_Water_Level_Elevation_NAVD88_FT","Calculated_Water_Level_Elevation_Accuracy_FT","Calculated_Water_Level_Depth_Below_Land_Surface_FT","Study_ID_Alias","EIM_Data_Entry_Review_Status","Result_Suspect_Or_Rejected_Flag","Result_Suspect_Code","Result_Suspect_Description","Record_Created_On","Result_System_ID"
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-13","MW-13","MW-13","","Measurement","Consultant, Professional","09/13/2016",10:09:00,"09/13/2016 10:09:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","6.28","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56451699,-120.4897428,1000,,3,"FT",996.72,"+/- 10 ft (3 m)",3.28,"","Not Reviewed","","","",12/5/2016 3:41:14 PM,205220848
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_MW-05","MW-05","VCCE0442 MONITORING WELL MW-05","","Measurement","Consultant, Professional","11/21/2017",11:36:00,"11/21/2017 11:36:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","17.45","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2557500009423,-119.90187,,805.22,,"",787.77,"",,"","Reviewed","","","",1/11/2018 5:02:01 PM,207066712
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_VW-02","VW-02","VCCE0442 MONITORING WELL VW-02","","Measurement","Consultant, Professional","11/15/2016",,"11/15/2016","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","17.55","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2557100009423,-119.90206,,805.53,,"",787.98,"",,"","Reviewed","","","",2/1/2017 10:29:44 AM,205497231
"VCCE0304","Jackpot 075, Yakima, WA","VCCE0304-MW04","MW04","VCCE0304_MW04","","Measurement","Consultant, Professional","06/21/2016",,"06/21/2016","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","11.58","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.608772,-120.53063,,1098.5,,"",1086.92,"",,"","Not Reviewed","","","",9/15/2016 8:49:20 AM,204789889
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_KMW_14","KMW_14","FS469_KMW_14","","Measurement","Consultant, Professional","08/15/2017",,"08/15/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","11.38","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5844472222222,-120.538738888889,,1082.4,,"",1071.02,"",,"","Not Reviewed","","","",10/16/2017 3:46:02 PM,206703529
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_MW-07","MW-07","VCCE0442 MONITORING WELL MW-07","","Measurement","Consultant, Professional","05/16/2017",10:40:00,"05/16/2017 10:40:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","19.89","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2555700009423,-119.90227,,807.03,,"",787.14,"",,"","Reviewed","","","",7/10/2017 12:12:00 PM,206363757
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-1","MW-1","MW-1","","Measurement","Consultant, Professional","09/06/2017",10:13:00,"09/06/2017 10:13:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","8.76","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.57044735,-120.492897,1008,,-0.56,"FT",998.68,"+/- 10 ft (3 m)",9.32,"","Not Reviewed","","","",10/25/2017 2:57:21 PM,206731765
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_SW-06","SW-06","VCCE0442 MONITORING WELL SW-06","","Measurement","Consultant, Professional","04/27/2016",12:02:00,"04/27/2016 12:02:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","19.29","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2557100009423,-119.90204,,805.23,,"",785.94,"",,"","Reviewed","","","",6/16/2016 1:51:37 PM,204243298
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MW-11","MW-11","FS469_MW-11","","Measurement","Consultant, Professional","08/16/2017",,"08/16/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","11.95","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5849228003972,-120.540440734127,,1091.68,,"",1079.73,"",,"","Not Reviewed","","","",10/16/2017 3:46:02 PM,206703536
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB735","LYV-MW-022","LYV-MW-022","BKB735","Measurement","WA Dept of Ecology","10/05/2021",13:14:00,"10/05/2021 13:14:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","34.82","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.2437723896962,-119.962811491791,724.37,724.37,,"",689.55,"",,"","Not Reviewed","","","",2/6/2022 5:45:26 PM,215044028
"VCCE0435","Ameristar No 19 (Also known as Pik a Pop No 14, Tieton Station, Tieton Smoke Shop, Maid O Clover)","VCCE0435-MW12","MW12","VCCE0435-MW12","BJZ547","Measurement","Consultant, Professional","04/18/2017",13:00:00,"04/18/2017 13:00:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","12.77","ft","","","Water level accurate to +/- 0.01ft","GWLMB","Groundwater level by analog (mechanical) recorder","",46.59239,-120.55725,,1173,,"",1160.23,"",,"","Not Reviewed","","","",9/14/2018 10:30:26 AM,208173266
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW11","MW11","FS26981244-MW11","BKY189","Measurement","Consultant, Professional","02/21/2018",,"02/21/2018","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.97","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56793,-120.47344,,986,,"",975.03,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646766
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_YMW-3","YMW-3","FS469_YMW-3","","Measurement","Consultant, Professional","11/06/2018",,"11/06/2018","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","11.42","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5851358740912,-120.540181562287,,1090.24,,"",1078.82,"",,"","Not Reviewed","","","",12/17/2018 1:10:26 PM,208624169
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW5","MW5","FS26981244-MW5","BKY191","Measurement","Consultant, Professional","09/25/2018",,"09/25/2018","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.22","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56806,-120.47265,,985,,"",974.78,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646812
"VCCE0529","Hahn Motor Company","VCCE0529-MW1","VCCE0529-MW1","VCCE0529-MW1","","Measurement","Consultant, Professional","10/03/2022",15:30:00,"10/03/2022 15:30:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","15.48","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5887440009417,-120.498589,1042.69,1042.69,,"",1027.21,"",,"","Not Reviewed","","","",3/21/2023 8:03:36 AM,216850503
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB734","LYV-MW-016","LYV-MW-016","BKB734","MEASUREMENT","WA Dept of Ecology","01/24/2022",12:23:00,"01/24/2022 12:23:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","190.08","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3966019935982,-120.020583634615,1168.18,1168.18,,"",978.1,"",,"","Not Reviewed","","","",4/29/2022 1:04:34 PM,215238421
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW9","MW9","FS26981244-MW9","BKY185","Measurement","Consultant, Professional","08/16/2017",,"08/16/2017","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","8.56","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56866,-120.47305,,986,,"",977.44,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:10 AM,211646839
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW4","MW4","FS26981244-MW4","BKY192","Measurement","Consultant, Professional","05/24/2018",,"05/24/2018","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.79","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.568,-120.47268,,984,,"",973.21,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646803
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-11","MW-11","MW-11","","Measurement","Consultant, Professional","03/07/2019",00:00:00,"03/07/2019 00:00:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","7.85","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.5678363,-120.4905903,1003,,-0.33,"FT",994.82,"+/- 10 ft (3 m)",8.18,"","Not Reviewed","","","",4/9/2019 9:50:55 AM,209631740
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-11","MW-11","MW-11","","Measurement","Consultant, Professional","03/10/2022",10:02:00,"03/10/2022 10:02:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","8.14","ft","","","Water level accurate to +/- 0.1ft","GWLMT","Groundwater level by electric tape measurement.","",46.5678363,-120.4905903,1003,,-0.33,"FT",994.53,"+/- 10 ft (3 m)",8.47,"","Not Reviewed","","","",7/14/2022 12:21:26 PM,215397429
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-10","MW-10","MW-10","","Measurement","Consultant, Professional","03/09/2021",10:44:00,"03/09/2021 10:44:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","8.98","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56890581,-120.4912126,1003,,-0.41,"FT",993.61,"+/- 10 ft (3 m)",9.39,"","Not Reviewed","","","",4/22/2021 2:56:34 PM,213841327
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW4","MW4","FS26981244-MW4","BKY192","Measurement","Consultant, Professional","08/16/2017",,"08/16/2017","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.3","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.568,-120.47268,,984,,"",973.7,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646800
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB736","LYV-MW-019","LYV-MW-019","BKB736","Measurement","WA Dept of Ecology","10/06/2021",12:42:00,"10/06/2021 12:42:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","15.5","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.2727554845541,-120.030794809626,692.8,692.8,,"",677.3,"",,"","Not Reviewed","","","",2/6/2022 5:45:26 PM,215043968
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","PS-MW-9","LYV-PS-031","LYV-PS-031","","MEASUREMENT","WA Dept of Ecology","10/11/2021",09:39:00,"10/11/2021 09:39:00","","Field Replicate: LYV-QA-07","TOC1","Groundwater","Water level in well (depth below top of well casing)","7.49","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.29685,-120.01658,703,,1.5,"FT",697.01,"+/- 3 ft (1 m)",5.99,"","Not Reviewed","","","",2/6/2022 5:45:57 PM,215044106
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB740","LYV-MW-010","LYV-MW-010","BKB740","MEASUREMENT","WA Dept of Ecology","04/06/2022",09:30:00,"04/06/2022 09:30:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","13.1","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3463777778534,-120.141294744332,775.62,775.62,,"",762.52,"",,"","Not Reviewed","","","",11/3/2022 2:00:51 PM,216104732
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW7","MW7","FS26981244-MW7","BKY190","Measurement","Consultant, Professional","05/16/2017",,"05/16/2017","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.6","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56836,-120.47292,,986,,"",975.4,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646823
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW26","MW26","FS26981244-MW26","BME641","Measurement","Consultant, Professional","12/05/2019",,"12/05/2019","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.05","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56773,-120.47305,,985,,"",974.95,"",,"VCCE0312","Not Reviewed","","","",2/18/2020 3:17:09 PM,211643554
"AODE11193","Remedial Investigation for Comet Trailer Corp Site, Facility No. 503","AODE11193_MW9","AODE11193_MW9","Former Comet Trailer Area Five MW9","BIZ231","Measurement","Consultant, Professional","02/22/2016",08:00:00,"02/22/2016 08:00:00","M","","TOC1","Groundwater","Water level in well (depth below top of well casing)","5.24","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.6464731428657,-120.528825035675,,1097.86,,"",1092.62,"",,"","Reviewed","","","",3/6/2018 5:09:50 PM,207295746
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-1","MW-1","MW-1","","Measurement","Consultant, Professional","03/09/2021",10:37:00,"03/09/2021 10:37:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","13.21","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.57044735,-120.492897,1008,,-0.56,"FT",994.23,"+/- 10 ft (3 m)",13.77,"","Not Reviewed","","","",4/22/2021 2:56:34 PM,213841326
"VCCE0304","Jackpot 075, Yakima, WA","VCCE0304-IW02","IW02","VCCE0304_IW02","","Measurement","Consultant, Professional","06/21/2016",,"06/21/2016","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","11.92","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.608694445386,-120.530616666667,1098.81,1097.5,,"",1085.58,"+/- 10 ft (3 m)",,"","Not Reviewed","","","",9/15/2016 8:49:20 AM,204789895
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_SW-04","SW-04","VCCE0442 MONITORING WELL SW-04","","Measurement","Consultant, Professional","05/16/2017",11:28:00,"05/16/2017 11:28:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","18.7","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2558100009422,-119.90169,,807.21,,"",788.51,"",,"","Reviewed","","","",7/10/2017 12:12:00 PM,206363769
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-13","MW-13","MW-13","","Measurement","Consultant, Professional","06/09/2016",09:18:00,"06/09/2016 09:18:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","7.38","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56451699,-120.4897428,1000,,3,"FT",995.62,"+/- 10 ft (3 m)",4.38,"","Not Reviewed","","","",9/9/2016 2:55:21 PM,204783376
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-10","MW-10","MW-10","","Measurement","Consultant, Professional","06/09/2016",09:32:00,"06/09/2016 09:32:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","6.73","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56890581,-120.4912126,1003,,-0.41,"FT",995.86,"+/- 10 ft (3 m)",7.14,"","Not Reviewed","","","",9/9/2016 2:55:21 PM,204783373
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_MW-05","MW-05","VCCE0442 MONITORING WELL MW-05","","Measurement","Consultant, Professional","08/16/2016",10:39:00,"08/16/2016 10:39:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","18.31","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2557500009423,-119.90187,,805.22,,"",786.91,"",,"","Reviewed","","","",10/14/2016 11:10:27 AM,204897394
"CD1906","Bay Chemical, Yakima, WA","CD1906-PZ-1","PZ-1","PZ-1","","Measurement","Consultant, Professional","12/06/2016",09:45:00,"12/06/2016 09:45:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","8.86","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56355066,-120.4869854,998,,3,"FT",992.14,"+/- 10 ft (3 m)",5.86,"","Not Reviewed","","","",2/13/2017 12:04:37 PM,205550506
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_MW-02","MW-02","VCCE0442 MONITORING WELL MW-02","","Measurement","Consultant, Professional","11/15/2016",,"11/15/2016","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","18.74","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2559400009423,-119.90146,,808.21,,"",789.47,"",,"","Reviewed","","","",2/1/2017 10:29:44 AM,205497219
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MWG_2","MWG_2","FS469_MWG_2","","Measurement","Consultant, Professional","08/14/2017",,"08/14/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","7.47","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5845388888889,-120.5398,,1085.47,,"",1078,"",,"","Not Reviewed","","","",10/16/2017 3:46:02 PM,206703539
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_S_2","S_2","FS469_S_2","","Measurement","Consultant, Professional","08/14/2017",,"08/14/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","7.02","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.58515,-120.539697222222,,1085.74,,"",1078.72,"",,"","Not Reviewed","","","",10/16/2017 3:46:02 PM,206703541
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_MW-07","MW-07","VCCE0442 MONITORING WELL MW-07","","Measurement","Consultant, Professional","11/15/2016",,"11/15/2016","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","19.75","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2555700009423,-119.90227,,807.03,,"",787.28,"",,"","Reviewed","","","",2/1/2017 10:29:44 AM,205497224
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_MW-04","MW-04","VCCE0442 MONITORING WELL MW-04","","Measurement","Consultant, Professional","05/16/2017",11:46:00,"05/16/2017 11:46:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","18.58","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2559100009423,-119.9018,,807.18,,"",788.6,"",,"","Reviewed","","","",7/10/2017 12:12:00 PM,206363754
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_SW-01","SW-01","VCCE0442 MONITORING WELL SW-01","","Measurement","Consultant, Professional","11/21/2017",10:43:00,"11/21/2017 10:43:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","18.58","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2556600009423,-119.90183,,807.91,,"",789.33,"",,"","Reviewed","","","",1/11/2018 5:02:02 PM,207066723
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","PS-MW-9","LYV-PS-031","LYV-PS-031","","MEASUREMENT","WA Dept of Ecology","04/18/2022",10:10:00,"04/18/2022 10:10:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","7.76","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.29685,-120.01658,703,,1.5,"FT",696.74,"+/- 3 ft (1 m)",6.26,"","Not Reviewed","","","",11/3/2022 2:00:51 PM,216104888
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB758","LYV-MW-030","LYV-MW-030","BKB758","MEASUREMENT","WA Dept of Ecology","04/14/2022",12:14:00,"04/14/2022 12:14:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","120.36","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.2218604956196,-119.891535674897,765.75,765.75,,"",645.39,"",,"","Not Reviewed","","","",11/3/2022 2:00:51 PM,216104882
"FS20838","Monte De Sion Church","FS20838-8","GEI027-B8","FS20838_GEI027-B8","","Measurement","Consultant, Professional","09/07/2021",12:14:00,"09/07/2021 12:14:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","3.79","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.4294132437825,-120.313933385855,793,793,,"",789.21,"",,"","Not Reviewed","","","",10/25/2021 3:00:06 PM,214760494
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB746","LYV-MW-023","LYV-MW-023","BKB746","Measurement","WA Dept of Ecology","10/04/2021",14:25:00,"10/04/2021 14:25:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","32.87","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.214644188483,-119.956200484422,699.41,699.41,,"",666.54,"",,"","Not Reviewed","","","",2/6/2022 5:45:26 PM,215043998
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW3","MW3","FS26981244-MW3","AEK287","Measurement","Consultant, Professional","09/25/2018",,"09/25/2018","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","9.72","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5677057572765,-120.472854348822,955.6,991.02,,"",981.3,"Unknown",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646796
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW5","MW5","FS26981244-MW5","BKY191","Measurement","Consultant, Professional","08/16/2017",,"08/16/2017","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.34","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56806,-120.47265,,985,,"",974.66,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646808
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB745","LYV-MW-018","LYV-MW-018","BKB745","Measurement","WA Dept of Ecology","10/06/2021",14:08:00,"10/06/2021 14:08:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","7.98","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3173048919674,-119.986970411728,735.22,735.22,,"",727.24,"",,"","Not Reviewed","","","",2/6/2022 5:45:26 PM,215043974
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-11","MW-11","MW-11","","Measurement","Consultant, Professional","03/09/2021",10:48:00,"03/09/2021 10:48:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","8.1","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.5678363,-120.4905903,1003,,-0.33,"FT",994.57,"+/- 10 ft (3 m)",8.43,"","Not Reviewed","","","",4/22/2021 2:56:34 PM,213841328
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_KMW_15","KMW_15","FS469_KMW_15","","Measurement","Consultant, Professional","11/05/2019",,"11/05/2019","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.78","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5847055555556,-120.538836111111,,1083.54,,"",1072.76,"",,"","Not Reviewed","","","",5/7/2020 3:58:12 PM,211972282
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB738","LYV-MW-003","LYV-MW-003","BKB738","MEASUREMENT","WA Dept of Ecology","10/12/2021",15:40:00,"10/12/2021 15:40:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","53.85","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.4403030674629,-120.298801191475,912.91,912.91,,"",859.06,"",,"","Not Reviewed","","","",2/6/2022 5:45:56 PM,215044082
"VCCE0529","Hahn Motor Company","VCCE0529-MW1","VCCE0529-MW1","VCCE0529-MW1","","Measurement","Consultant, Professional","12/15/2022",08:30:00,"12/15/2022 08:30:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","18.3","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5887440009417,-120.498589,1042.69,1042.69,,"",1024.39,"",,"","Not Reviewed","","","",3/21/2023 8:04:07 AM,216850509
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MW_9","MW_9","FS469_MW_9","","Measurement","Consultant, Professional","11/06/2018",,"11/06/2018","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","13.95","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5847083333333,-120.53995,,1091.48,,"",1077.53,"",,"","Not Reviewed","","","",12/17/2018 1:10:26 PM,208624164
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB730","LYV-MW-021","LYV-MW-021","BKB730","Measurement","WA Dept of Ecology","10/06/2021",11:35:00,"10/06/2021 11:35:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","5.12","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.2877156922476,-119.965731101725,719.17,719.17,,"",714.05,"",,"","Not Reviewed","","","",2/6/2022 5:45:25 PM,215043962
