"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Well_Tag_ID","Field_Collection_Type","Field_Collector","Field_Collection_Date","Field_Collection_Time","Field_Collection_Date_Time","Field_Collection_Date_Accuracy","Field_Collection_Comment","Well_Water_Level_Measuring_Point_or_TOC_ID","Sample_Source","Water_Level_Parameter_Name","Water_Level_Value","Water_Level_Value_Units","Water_Level_Qualifier","Water_Level_Qualifier_Description","Water_Level_Accuracy","Water_Level_Method","Water_Level_Method_Description","Water_Level_Comment","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Calculated_Land_Surface_Elevation_NAVD88_FT","Calculated_Well_Water_Level_Measuring_Point_or_TOC_Elevation_NAVD88_FT","Well_Water_Level_Measuring_Point_or_TOC_Height","Well_Water_Level_Measuring_Point_or_TOC_Height_Units","Calculated_Water_Level_Elevation_NAVD88_FT","Calculated_Water_Level_Elevation_Accuracy_FT","Calculated_Water_Level_Depth_Below_Land_Surface_FT","Study_ID_Alias","EIM_Data_Entry_Review_Status","Result_Suspect_Or_Rejected_Flag","Result_Suspect_Code","Result_Suspect_Description","Record_Created_On","Result_System_ID"
"VCCE0534","Planters Hotel, Future Papa Murphy's","FS8639-1","DP-1","FS8639_DP-1","","Measurement","Consultant, Professional","05/02/2019",11:00:00,"05/02/2019 11:00:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","6.50","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.3248400009421,-120.01238,746,,,"",,"+/- 1 ft (0.3 m)",,"FS8639","Reviewed","","","",8/19/2019 10:45:13 AM,210316784
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB746","LYV-MW-023","LYV-MW-023","BKB746","Measurement","WA Dept of Ecology","07/28/2021",09:30:00,"07/28/2021 09:30:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","33.75","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.214644188483,-119.956200484422,699.41,699.41,,"",665.66,"",,"","Not Reviewed","","","",2/4/2022 5:55:40 PM,215042996
"VCCE0435","Ameristar No 19 (Also known as Pik a Pop No 14, Tieton Station, Tieton Smoke Shop, Maid O Clover)","VCCE0435-MW9","MW9","VCCE0435-MW9","BJZ544","Measurement","Consultant, Professional","07/28/2017",11:41:00,"07/28/2017 11:41:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","12.58","ft","","","Water level accurate to +/- 0.01ft","GWLMB","Groundwater level by analog (mechanical) recorder","",46.59241,-120.55706,,1175,,"",1162.42,"",,"","Not Reviewed","","","",9/14/2018 10:30:26 AM,208173271
"AODE11193","Remedial Investigation for Comet Trailer Corp Site, Facility No. 503","AODE11193_MW9","AODE11193_MW9","Former Comet Trailer Area Five MW9","BIZ231","Measurement","Consultant, Professional","11/15/2016",11:05:00,"11/15/2016 11:05:00","M","","TOC1","Groundwater","Water level in well (depth below top of well casing)","6.31","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.6464731428657,-120.528825035675,,1097.86,,"",1091.55,"",,"","Reviewed","","","",3/6/2018 5:09:50 PM,207295758
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB739","LYV-MW-004","LYV-MW-004","BKB739","MEASUREMENT","WA Dept of Ecology","01/18/2022",15:11:00,"01/18/2022 15:11:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","65.4","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.4436310715373,-120.261693585906,1033.69,1033.69,,"",968.29,"",,"","Not Reviewed","","","",4/29/2022 1:04:34 PM,215238343
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB732","LYV-MW-008","LYV-MW-008","BKB732","MEASUREMENT","WA Dept of Ecology","04/05/2022",13:39:00,"04/05/2022 13:39:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","99.59","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3927035747902,-120.199317664237,889.82,889.82,,"",790.23,"",,"","Not Reviewed","","","",11/3/2022 2:00:51 PM,216104714
"FS20838","Monte De Sion Church","FS20838-9","GEI027-B9","FS20838_GEI027-B9","","Measurement","Consultant, Professional","09/07/2021",11:25:00,"09/07/2021 11:25:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","3.65","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.4294185858799,-120.313846117853,793,793,,"",789.35,"",,"","Not Reviewed","","","",10/25/2021 3:00:06 PM,214760495
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB737","LYV-MW-001","LYV-MW-001","BKB737","MEASUREMENT","WA Dept of Ecology","12/06/2021",12:40:00,"12/06/2021 12:40:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","86.26","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.4920687642608,-120.360808913282,,1036.7,,"",950.44,"",,"","Not Reviewed","","","",2/6/2022 5:52:21 PM,215044951
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-12","MW-12","MW-12","","Measurement","Consultant, Professional","06/04/2019",09:54:00,"06/04/2019 09:54:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","7.65","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56672251,-120.4904509,1003,,3,"FT",998.35,"+/- 10 ft (3 m)",4.65,"","Not Reviewed","","","",8/14/2019 10:18:49 AM,210312065
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB726","LYV-MW-015","LYV-MW-015","BKB726","Measurement","WA Dept of Ecology","08/04/2021",13:35:00,"08/04/2021 13:35:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","56.91","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3600837894925,-120.037518829602,875.26,875.26,,"",818.35,"",,"","Not Reviewed","","","",2/4/2022 6:11:41 PM,215043047
"CD1906","Bay Chemical, Yakima, WA","CD1906-PZ-1","PZ-1","PZ-1","","Measurement","Consultant, Professional","03/06/2018",08:55:00,"03/06/2018 08:55:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","9.85","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56355066,-120.4869854,998,,3,"FT",991.15,"+/- 10 ft (3 m)",6.85,"","Not Reviewed","","","",3/23/2018 1:12:59 PM,207486977
"FS491","La Rosita Bakery","FS491-3","DP-3","FS491_DP-3","","Measurement","Consultant, Professional","05/01/2019",16:15:00,"05/01/2019 16:15:00","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","6.70","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.3289800009421,-120.01993,749,749,,"",742.3,"+/- 1 ft (0.3 m)",,"","Not Reviewed","","","",8/7/2019 3:09:29 PM,210279783
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MW-10","MW-10","FS469_MW-10","","Measurement","Consultant, Professional","05/04/2021",,"05/04/2021","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","13.62","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5851226109535,-120.540755536279,,1092.11,,"",1078.49,"",,"","Not Reviewed","","","",6/3/2021 9:33:34 AM,214158914
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB748","LYV-MW-026","LYV-MW-026","BKB748","MEASUREMENT","WA Dept of Ecology","01/26/2022",13:53:00,"01/26/2022 13:53:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","54.67","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3163896997267,-119.911386198591,965.66,965.66,,"",910.99,"",,"","Not Reviewed","","","",4/29/2022 1:04:35 PM,215238499
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW24","MW24","FS26981244-MW24","BME639","Measurement","Consultant, Professional","12/05/2019",,"12/05/2019","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","9.63","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56738,-120.47269,,984,,"",974.37,"",,"VCCE0312","Not Reviewed","","","",2/18/2020 3:17:09 PM,211643552
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MW-10","MW-10","FS469_MW-10","","Measurement","Consultant, Professional","05/09/2017",,"05/09/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","11.96","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5851226109535,-120.540755536279,,1092.11,,"",1080.15,"",,"","Not Reviewed","","","",7/5/2017 3:57:25 PM,206348912
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-3","MW-3","Yakima Steel Fabricators Well MW-3","","Measurement","Consultant, Professional","06/06/2017",11:30:00,"06/06/2017 11:30:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","6.21","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56902,-120.48988,,1000.81,,"",994.6,"",,"","Not Reviewed","","","",7/21/2017 1:58:56 PM,206438526
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_MWG_2","MWG_2","FS469_MWG_2","","Measurement","Consultant, Professional","05/09/2016",,"05/09/2016","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","8.78","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5845388888889,-120.5398,,1085.47,,"",1076.69,"",,"","Not Reviewed","","","",5/31/2016 12:36:23 PM,204041486
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_VW-01","VW-01","VCCE0442 MONITORING WELL VW-01","","Measurement","Consultant, Professional","02/13/2017",,"02/13/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","17.4","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2556400009423,-119.90187,,805.61,,"",788.21,"",,"","Reviewed","","","",3/30/2017 2:40:08 PM,205911367
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_KMW_7","KMW_7","FS469_KMW_7","","Measurement","Consultant, Professional","05/09/2017",,"05/09/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","12.3","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.58505,-120.540583333333,,1091.96,,"",1079.66,"",,"","Not Reviewed","","","",7/5/2017 3:57:25 PM,206348911
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_YMW-2","YMW-2","FS469_YMW-2","","Measurement","Consultant, Professional","08/17/2017",,"08/17/2017","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","11.12","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5849123149136,-120.540183059598,,1090.86,,"",1079.74,"",,"","Not Reviewed","","","",10/16/2017 3:46:02 PM,206703543
"VCCE0442","Site No. 0700 Grandview (Petrosun 1070), Grandview, WA","VCCE0442_SW-01","SW-01","VCCE0442 MONITORING WELL SW-01","","Measurement","Consultant, Professional","04/27/2016",11:07:00,"04/27/2016 11:07:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","21.21","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.2556600009423,-119.90183,,807.91,,"",786.7,"",,"","Reviewed","","","",6/16/2016 1:51:37 PM,204243293
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-10","MW-10","MW-10","","Measurement","Consultant, Professional","12/06/2016",10:31:00,"12/06/2016 10:31:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","7.06","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56890581,-120.4912126,1003,,-0.41,"FT",995.53,"+/- 10 ft (3 m)",7.47,"","Not Reviewed","","","",2/13/2017 12:04:37 PM,205550502
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-12","MW-12","MW-12","","Measurement","Consultant, Professional","09/06/2018",10:34:00,"09/06/2018 10:34:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","5.95","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56672251,-120.4904509,1003,,3,"FT",1000.05,"+/- 10 ft (3 m)",2.95,"","Not Reviewed","","","",4/9/2019 9:50:55 AM,209631742
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW16","MW16","FS26981244-MW16","BLI544","Measurement","Consultant, Professional","12/04/2019",,"12/04/2019","D","","TOC1","Groundwater","Water level in well (depth below top of well casing)","9.79","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56783,-120.47267,,984,,"",974.21,"",,"VCCE0312","Not Reviewed","","","",2/18/2020 3:17:09 PM,211643545
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW5","MW5","FS26981244-MW5","BKY191","Measurement","Consultant, Professional","11/21/2017",,"11/21/2017","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.51","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56806,-120.47265,,985,,"",974.49,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646809
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW3","MW3","FS26981244-MW3","AEK287","Measurement","Consultant, Professional","08/16/2017",,"08/16/2017","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","9.79","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5677057572765,-120.472854348822,955.6,991.02,,"",981.23,"Unknown",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646792
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_S_2","S_2","FS469_S_2","","Measurement","Consultant, Professional","05/03/2021",,"05/03/2021","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","9.04","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.58515,-120.539697222222,,1085.74,,"",1076.7,"",,"","Not Reviewed","","","",6/3/2021 9:33:34 AM,214158917
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB739","LYV-MW-004","LYV-MW-004","BKB739","MEASUREMENT","WA Dept of Ecology","10/12/2021",14:28:00,"10/12/2021 14:28:00","","Field Replicate: LYV-QA-08","TOC1","Groundwater","Water level in well (depth below top of well casing)","64.51","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.4436310715373,-120.261693585906,1033.69,1033.69,,"",969.18,"",,"","Not Reviewed","","","",2/6/2022 5:45:56 PM,215044076
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB754","LYV-MW-009","LYV-MW-009","BKB754","MEASUREMENT","WA Dept of Ecology","04/05/2022",15:27:00,"04/05/2022 15:27:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","7.34","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3608532749233,-120.178468053788,762.89,762.89,,"",755.55,"",,"","Not Reviewed","","","",11/3/2022 2:00:51 PM,216104726
"FS469","Tiger Oil 24th Ave & W Nob Hill, Yakima, WA","FS469_KMW_5","KMW_5","FS469_KMW_5","","Measurement","Consultant, Professional","05/03/2021",,"05/03/2021","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","9.61","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5858,-120.539211111111,,1082.85,,"",1073.24,"",,"","Not Reviewed","","","",6/3/2021 9:33:34 AM,214158911
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","PS-MW-2","LYV-PS-032","LYV-PS-032","","MEASUREMENT","WA Dept of Ecology","10/11/2021",10:36:00,"10/11/2021 10:36:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","15.71","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.28068,-120.0034,695,,2.5,"FT",681.79,"+/- 3 ft (1 m)",13.21,"","Not Reviewed","","","",2/6/2022 5:45:57 PM,215044100
"VCCE0529","Hahn Motor Company","VCCE0529-MW4","VCCE0529-MW4","VCCE0529-MW4","","Measurement","Consultant, Professional","10/03/2022",14:30:00,"10/03/2022 14:30:00","","","TOC1","Groundwater","Water level in well (depth below top of well casing)","16.14","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.5886570009417,-120.497244,1041.13,1041.13,,"",1024.99,"",,"","Not Reviewed","","","",3/21/2023 8:03:36 AM,216850506
"FS26981244","Gearjammer Truck Plaza, Union Gap, WA","FS26981244-MW5","MW5","FS26981244-MW5","BKY191","Measurement","Consultant, Professional","05/16/2017",,"05/16/2017","W","","TOC1","Groundwater","Water level in well (depth below top of well casing)","10.54","ft","","","Water level accurate to +/- 0.01ft","GWLMT","Groundwater level by electric tape measurement.","",46.56806,-120.47265,,985,,"",974.46,"",,"VCCE0312","Not Reviewed","","","",2/20/2020 8:33:09 AM,211646807
"CD1906","Bay Chemical, Yakima, WA","CD1906-MW-12","MW-12","MW-12","","Measurement","Consultant, Professional","12/04/2018",00:00:00,"12/04/2018 00:00:00","","","MP1","Groundwater","Water level in well (depth below top of well casing)","6.93","ft","","","Water level accurate to +/- 0.1ft","GWLMV","Groundwater level by calibrated electric tape measurement","",46.56672251,-120.4904509,1003,,3,"FT",999.07,"+/- 10 ft (3 m)",3.93,"","Not Reviewed","","","",4/9/2019 9:50:55 AM,209631743
"MRED0005","Lower Yakima Valley Groundwater Management Area Ambient Groundwater Monitoring Network","BKB745","LYV-MW-018","LYV-MW-018","BKB745","Measurement","WA Dept of Ecology","10/06/2021",14:11:00,"10/06/2021 14:11:00","","Field Replicate: LYV-QA-04","TOC1","Groundwater","Water level in well (depth below top of well casing)","7.98","ft","","","Water level accurate to +/- 0.01ft","DEPTH","Depth by measuring stick or tape","",46.3173048919674,-119.986970411728,735.22,735.22,,"",727.24,"",,"","Not Reviewed","","","",2/6/2022 5:45:26 PM,215043980
